gt_id,startts,endts,mac_fix,sn_fix,software_version_fix,ioboard_fix
2,2019-06-02 06:21:48,2019-06-02 06:21:58,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:21:57,2019-06-02 06:21:58,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:22:01,2019-06-02 06:22:08,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:22:55,2019-06-02 06:23:05,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:23:01,2019-06-02 06:23:09,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:23:10,2019-06-02 06:23:17,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:23:57,2019-06-02 06:23:58,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:24:03,2019-06-02 06:24:08,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:24:17,2019-06-02 06:24:20,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:25:02,2019-06-02 06:25:11,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:25:04,2019-06-02 06:25:07,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:25:21,2019-06-02 06:25:23,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:26:12,2019-06-02 06:26:19,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:26:05,2019-06-02 06:26:10,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:26:28,2019-06-02 06:26:36,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:27:14,2019-06-02 06:27:21,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:27:10,2019-06-02 06:27:19,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:27:30,2019-06-02 06:27:36,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:28:14,2019-06-02 06:28:20,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:28:12,2019-06-02 06:28:19,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:28:39,2019-06-02 06:28:48,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:29:21,2019-06-02 06:29:22,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:29:20,2019-06-02 06:29:27,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:29:45,2019-06-02 06:29:47,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:30:23,2019-06-02 06:30:32,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:30:22,2019-06-02 06:30:30,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:30:46,2019-06-02 06:30:48,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:31:23,2019-06-02 06:31:28,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:31:26,2019-06-02 06:31:27,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:31:52,2019-06-02 06:31:55,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:32:26,2019-06-02 06:32:33,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:32:30,2019-06-02 06:32:34,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:32:59,2019-06-02 06:33:04,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:33:28,2019-06-02 06:33:29,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:33:39,2019-06-02 06:33:49,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:34:04,2019-06-02 06:34:13,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:34:38,2019-06-02 06:34:45,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:34:41,2019-06-02 06:34:48,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:35:07,2019-06-02 06:35:07,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:35:46,2019-06-02 06:35:49,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:35:47,2019-06-02 06:35:49,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:36:12,2019-06-02 06:36:16,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:36:49,2019-06-02 06:36:52,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:36:52,2019-06-02 06:36:54,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:37:13,2019-06-02 06:37:22,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:37:49,2019-06-02 06:37:51,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:37:52,2019-06-02 06:38:01,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:38:14,2019-06-02 06:38:20,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:38:56,2019-06-02 06:39:05,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:38:55,2019-06-02 06:38:56,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:39:17,2019-06-02 06:39:23,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:40:02,2019-06-02 06:40:05,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:40:04,2019-06-02 06:40:11,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:40:18,2019-06-02 06:40:22,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:41:04,2019-06-02 06:41:06,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:41:12,2019-06-02 06:41:17,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:41:20,2019-06-02 06:41:27,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:42:10,2019-06-02 06:42:14,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:42:13,2019-06-02 06:42:23,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:42:27,2019-06-02 06:42:35,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:43:10,2019-06-02 06:43:12,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:43:21,2019-06-02 06:43:31,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:43:32,2019-06-02 06:43:37,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:44:15,2019-06-02 06:44:18,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:44:23,2019-06-02 06:44:31,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:44:39,2019-06-02 06:44:42,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:45:20,2019-06-02 06:45:26,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:45:28,2019-06-02 06:45:33,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:45:48,2019-06-02 06:45:48,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:46:25,2019-06-02 06:46:30,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:46:37,2019-06-02 06:46:42,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:46:48,2019-06-02 06:46:53,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:47:34,2019-06-02 06:47:42,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:47:38,2019-06-02 06:47:39,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:47:57,2019-06-02 06:47:57,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:48:39,2019-06-02 06:48:44,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:48:44,2019-06-02 06:48:46,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:48:58,2019-06-02 06:48:58,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:49:46,2019-06-02 06:49:48,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:49:49,2019-06-02 06:49:53,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:50:02,2019-06-02 06:50:04,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:50:54,2019-06-02 06:50:55,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:50:52,2019-06-02 06:50:59,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:51:11,2019-06-02 06:51:12,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:51:56,2019-06-02 06:52:02,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:51:59,2019-06-02 06:52:06,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:52:20,2019-06-02 06:52:26,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:53:04,2019-06-02 06:53:05,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:53:00,2019-06-02 06:53:09,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:53:26,2019-06-02 06:53:28,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:54:11,2019-06-02 06:54:18,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:54:07,2019-06-02 06:54:15,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:54:26,2019-06-02 06:54:27,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:55:16,2019-06-02 06:55:16,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:55:10,2019-06-02 06:55:19,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:55:31,2019-06-02 06:55:32,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:56:25,2019-06-02 06:56:25,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:56:17,2019-06-02 06:56:21,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:56:35,2019-06-02 06:56:36,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:57:35,2019-06-02 06:57:41,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:57:18,2019-06-02 06:57:19,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:57:35,2019-06-02 06:57:40,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:58:42,2019-06-02 06:58:50,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:58:21,2019-06-02 06:58:29,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:58:35,2019-06-02 06:58:36,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 06:59:47,2019-06-02 06:59:55,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 06:59:23,2019-06-02 06:59:24,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 06:59:45,2019-06-02 06:59:47,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:00:57,2019-06-02 07:00:59,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:00:24,2019-06-02 07:00:33,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:00:50,2019-06-02 07:00:54,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:02:06,2019-06-02 07:02:12,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:01:27,2019-06-02 07:01:28,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:01:50,2019-06-02 07:01:56,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:03:06,2019-06-02 07:03:12,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:02:30,2019-06-02 07:02:36,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:02:59,2019-06-02 07:03:00,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:04:07,2019-06-02 07:04:15,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:03:40,2019-06-02 07:03:49,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:04:03,2019-06-02 07:04:07,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:05:11,2019-06-02 07:05:13,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:04:49,2019-06-02 07:04:59,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:05:12,2019-06-02 07:05:21,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:06:13,2019-06-02 07:06:21,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:05:50,2019-06-02 07:05:57,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:06:14,2019-06-02 07:06:19,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:07:13,2019-06-02 07:07:22,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:06:53,2019-06-02 07:07:03,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:07:19,2019-06-02 07:07:21,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:08:16,2019-06-02 07:08:17,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:08:02,2019-06-02 07:08:06,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:08:28,2019-06-02 07:08:34,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:09:25,2019-06-02 07:09:32,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:09:09,2019-06-02 07:09:18,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:09:35,2019-06-02 07:09:45,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:10:29,2019-06-02 07:10:38,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:10:16,2019-06-02 07:10:24,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:10:45,2019-06-02 07:10:48,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:11:31,2019-06-02 07:11:36,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:11:17,2019-06-02 07:11:21,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:11:52,2019-06-02 07:11:58,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:12:35,2019-06-02 07:12:44,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:12:24,2019-06-02 07:12:31,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:12:57,2019-06-02 07:13:01,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:13:38,2019-06-02 07:13:46,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:13:28,2019-06-02 07:13:32,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:13:58,2019-06-02 07:13:59,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:14:43,2019-06-02 07:14:50,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:14:30,2019-06-02 07:14:39,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:15:02,2019-06-02 07:15:06,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:15:43,2019-06-02 07:15:45,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:15:35,2019-06-02 07:15:45,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:16:05,2019-06-02 07:16:06,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:16:50,2019-06-02 07:16:55,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:16:36,2019-06-02 07:16:45,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:17:06,2019-06-02 07:17:11,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:17:56,2019-06-02 07:18:06,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:17:41,2019-06-02 07:17:43,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:18:07,2019-06-02 07:18:09,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:19:00,2019-06-02 07:19:06,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:18:44,2019-06-02 07:18:45,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:19:11,2019-06-02 07:19:18,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:20:05,2019-06-02 07:20:09,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:19:48,2019-06-02 07:19:57,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:20:12,2019-06-02 07:20:14,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:21:09,2019-06-02 07:21:11,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:20:56,2019-06-02 07:20:58,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:21:15,2019-06-02 07:21:25,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:22:13,2019-06-02 07:22:20,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:22:04,2019-06-02 07:22:08,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:22:24,2019-06-02 07:22:31,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:23:17,2019-06-02 07:23:19,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:23:14,2019-06-02 07:23:16,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:23:30,2019-06-02 07:23:33,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:24:20,2019-06-02 07:24:21,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:24:23,2019-06-02 07:24:29,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:24:34,2019-06-02 07:24:34,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:25:23,2019-06-02 07:25:33,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:25:33,2019-06-02 07:25:35,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:25:39,2019-06-02 07:25:42,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:26:27,2019-06-02 07:26:31,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:26:33,2019-06-02 07:26:36,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:26:43,2019-06-02 07:26:52,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:27:37,2019-06-02 07:27:44,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:27:39,2019-06-02 07:27:43,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:27:44,2019-06-02 07:27:45,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:28:43,2019-06-02 07:28:50,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:28:42,2019-06-02 07:28:49,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:28:51,2019-06-02 07:28:59,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:29:44,2019-06-02 07:29:46,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:29:46,2019-06-02 07:29:48,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:29:58,2019-06-02 07:30:00,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:30:51,2019-06-02 07:31:00,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:30:52,2019-06-02 07:30:59,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:30:59,2019-06-02 07:30:59,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:31:58,2019-06-02 07:32:07,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:31:59,2019-06-02 07:32:04,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:32:05,2019-06-02 07:32:09,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:33:01,2019-06-02 07:33:06,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:33:07,2019-06-02 07:33:08,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:33:09,2019-06-02 07:33:10,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:34:03,2019-06-02 07:34:04,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:34:16,2019-06-02 07:34:25,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:34:17,2019-06-02 07:34:25,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:35:12,2019-06-02 07:35:14,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:35:20,2019-06-02 07:35:24,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:35:20,2019-06-02 07:35:25,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:36:18,2019-06-02 07:36:20,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:36:30,2019-06-02 07:36:35,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:36:22,2019-06-02 07:36:22,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:37:26,2019-06-02 07:37:31,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:37:37,2019-06-02 07:37:38,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:37:27,2019-06-02 07:37:35,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:38:28,2019-06-02 07:38:35,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:38:43,2019-06-02 07:38:47,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:38:28,2019-06-02 07:38:32,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:39:34,2019-06-02 07:39:43,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:39:45,2019-06-02 07:39:52,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:39:29,2019-06-02 07:39:32,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:40:38,2019-06-02 07:40:41,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:40:54,2019-06-02 07:41:02,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:40:34,2019-06-02 07:40:39,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:41:48,2019-06-02 07:41:53,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:41:58,2019-06-02 07:42:03,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:41:41,2019-06-02 07:41:45,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:42:56,2019-06-02 07:43:00,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:43:07,2019-06-02 07:43:16,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:42:50,2019-06-02 07:42:57,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:44:00,2019-06-02 07:44:03,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:44:14,2019-06-02 07:44:23,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:43:53,2019-06-02 07:44:02,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:45:05,2019-06-02 07:45:10,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:45:16,2019-06-02 07:45:21,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:44:58,2019-06-02 07:45:01,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:46:13,2019-06-02 07:46:15,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:46:23,2019-06-02 07:46:27,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:46:06,2019-06-02 07:46:07,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:47:22,2019-06-02 07:47:32,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:47:26,2019-06-02 07:47:33,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:47:12,2019-06-02 07:47:19,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 07:48:29,2019-06-02 07:48:34,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 07:48:31,2019-06-02 07:48:38,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 07:48:19,2019-06-02 07:48:26,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
