gt_id,st_id,startts,endts,porterror,host_fix,port_fix,name_fix,serialno_fix,fwversion_fix,comparator_fix,devider_fix,rawpulsescounter_fix,error,stringvoltage,stringcurrent,temperature,totalwh
3,13,2019-06-02 04:34:14,2019-06-02 04:34:15,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,914,4.21,44.0,124260906
3,14,2019-06-02 04:34:14,2019-06-02 04:34:15,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,250,4.238,41.0,124263892
3,15,2019-06-02 04:34:14,2019-06-02 04:34:15,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,949,0.086,39.0,124262338
1,1,2019-06-02 04:34:38,2019-06-02 04:34:43,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,70,0.774,29.0,124258767
1,2,2019-06-02 04:34:38,2019-06-02 04:34:43,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,910,0.355,56.0,124271429
1,3,2019-06-02 04:34:38,2019-06-02 04:34:43,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,468,4.303,34.0,124262287
1,4,2019-06-02 04:34:38,2019-06-02 04:34:43,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,431,3.633,48.0,124262044
1,5,2019-06-02 04:34:38,2019-06-02 04:34:43,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,21,0.672,58.0,124257910
2,6,2019-06-02 04:35:28,2019-06-02 04:35:32,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,16,1.299,36.0,124269229
2,7,2019-06-02 04:35:28,2019-06-02 04:35:32,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,837,0.073,49.0,124265271
2,8,2019-06-02 04:35:28,2019-06-02 04:35:32,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,523,4.887,24.0,124266001
2,9,2019-06-02 04:35:28,2019-06-02 04:35:32,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,691,2.17,56.0,124257735
2,10,2019-06-02 04:35:28,2019-06-02 04:35:32,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,605,4.184,35.0,124262584
3,11,2019-06-02 04:35:21,2019-06-02 04:35:22,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,144,2.634,60.0,124268266
3,12,2019-06-02 04:35:21,2019-06-02 04:35:22,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,301,3.823,23.0,124251247
3,13,2019-06-02 04:35:21,2019-06-02 04:35:22,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,657,4.237,42.0,124262392
3,14,2019-06-02 04:35:21,2019-06-02 04:35:22,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,629,0.181,37.0,124265051
3,15,2019-06-02 04:35:21,2019-06-02 04:35:22,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,429,1.278,27.0,124264035
1,1,2019-06-02 04:35:43,2019-06-02 04:35:49,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,213,1.138,69.0,124259810
1,2,2019-06-02 04:35:43,2019-06-02 04:35:49,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,256,3.446,63.0,124272558
1,3,2019-06-02 04:35:43,2019-06-02 04:35:49,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,717,4.154,32.0,124264160
1,4,2019-06-02 04:35:43,2019-06-02 04:35:49,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,764,3.7059999,48.0,124263236
1,5,2019-06-02 04:35:43,2019-06-02 04:35:49,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,242,4.723,25.0,124259638
2,6,2019-06-02 04:36:32,2019-06-02 04:36:39,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,93,0.415,66.0,124271191
2,7,2019-06-02 04:36:32,2019-06-02 04:36:39,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,111,4.174,59.0,124267231
2,8,2019-06-02 04:36:32,2019-06-02 04:36:39,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,799,2.376,40.0,124267279
2,9,2019-06-02 04:36:32,2019-06-02 04:36:39,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,951,1.077,25.0,124259427
2,10,2019-06-02 04:36:32,2019-06-02 04:36:39,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,441,1.381,52.0,124263869
3,11,2019-06-02 04:36:24,2019-06-02 04:36:29,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,619,4.258,26.0,124269692
3,12,2019-06-02 04:36:24,2019-06-02 04:36:29,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,42,3.583,34.0,124252770
3,13,2019-06-02 04:36:24,2019-06-02 04:36:29,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,921,2.459,63.0,124264000
3,14,2019-06-02 04:36:24,2019-06-02 04:36:29,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,142,0.412,34.0,124266223
3,15,2019-06-02 04:36:24,2019-06-02 04:36:29,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,582,0.542,28.0,124265567
1,1,2019-06-02 04:36:48,2019-06-02 04:36:50,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,91,4.23,62.0,124261570
1,2,2019-06-02 04:36:48,2019-06-02 04:36:50,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,781,2.353,39.0,124274452
1,3,2019-06-02 04:36:48,2019-06-02 04:36:50,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,375,4.627,25.0,124265592
1,4,2019-06-02 04:36:48,2019-06-02 04:36:50,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,870,1.19,54.0,124264976
1,5,2019-06-02 04:36:48,2019-06-02 04:36:50,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,177,0.657,43.0,124260982
2,6,2019-06-02 04:37:35,2019-06-02 04:37:44,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,280,0.86,49.0,124272676
2,7,2019-06-02 04:37:35,2019-06-02 04:37:44,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,613,1.216,21.0,124268306
2,8,2019-06-02 04:37:35,2019-06-02 04:37:44,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,124,2.526,66.0,124268622
2,9,2019-06-02 04:37:35,2019-06-02 04:37:44,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,182,4.522,58.0,124260489
2,10,2019-06-02 04:37:35,2019-06-02 04:37:44,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,298,2.216,27.0,124265088
3,11,2019-06-02 04:37:28,2019-06-02 04:37:35,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,763,2.971,62.0,124270793
3,12,2019-06-02 04:37:28,2019-06-02 04:37:35,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,426,3.499,48.0,124254769
3,13,2019-06-02 04:37:28,2019-06-02 04:37:35,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,215,2.23,30.0,124265487
3,14,2019-06-02 04:37:28,2019-06-02 04:37:35,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,556,2.883,23.0,124267267
3,15,2019-06-02 04:37:28,2019-06-02 04:37:35,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,233,1.105,35.0,124267175
1,1,2019-06-02 04:37:50,2019-06-02 04:37:58,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,882,1.643,68.0,124263261
1,2,2019-06-02 04:37:50,2019-06-02 04:37:58,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,468,2.487,66.0,124275721
1,3,2019-06-02 04:37:50,2019-06-02 04:37:58,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,432,0.941,22.0,124266884
1,4,2019-06-02 04:37:50,2019-06-02 04:37:58,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,214,0.836,61.0,124266747
1,5,2019-06-02 04:37:50,2019-06-02 04:37:58,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,436,2.011,58.0,124262940
2,6,2019-06-02 04:38:43,2019-06-02 04:38:52,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,128,0.498,27.0,124274361
2,7,2019-06-02 04:38:43,2019-06-02 04:38:52,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,40,2.324,33.0,124269691
2,8,2019-06-02 04:38:43,2019-06-02 04:38:52,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,23,1.321,43.0,124270004
2,9,2019-06-02 04:38:43,2019-06-02 04:38:52,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,187,2.926,28.0,124261749
2,10,2019-06-02 04:38:43,2019-06-02 04:38:52,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,495,4.335,66.0,124266584
3,11,2019-06-02 04:38:29,2019-06-02 04:38:36,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,102,3.631,46.0,124272356
3,12,2019-06-02 04:38:29,2019-06-02 04:38:36,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,203,2.262,59.0,124256283
3,13,2019-06-02 04:38:29,2019-06-02 04:38:36,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,643,1.852,50.0,124267107
3,14,2019-06-02 04:38:29,2019-06-02 04:38:36,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,768,1.145,33.0,124269260
3,15,2019-06-02 04:38:29,2019-06-02 04:38:36,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,297,0.133,41.0,124269019
1,1,2019-06-02 04:38:58,2019-06-02 04:39:05,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,591,1.7149999,26.0,124265106
1,2,2019-06-02 04:38:58,2019-06-02 04:39:05,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,519,3.197,46.0,124277067
1,3,2019-06-02 04:38:58,2019-06-02 04:39:05,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,38,1.652,41.0,124268177
1,4,2019-06-02 04:38:58,2019-06-02 04:39:05,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,966,3.9520001,66.0,124267937
1,5,2019-06-02 04:38:58,2019-06-02 04:39:05,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,113,2.532,37.0,124264622
2,6,2019-06-02 04:39:47,2019-06-02 04:39:54,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,894,3.449,53.0,124276087
2,7,2019-06-02 04:39:47,2019-06-02 04:39:54,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,211,1.612,39.0,124270957
2,8,2019-06-02 04:39:47,2019-06-02 04:39:54,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,349,4.362,29.0,124271903
2,9,2019-06-02 04:39:47,2019-06-02 04:39:54,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,689,2.617,21.0,124263445
2,10,2019-06-02 04:39:47,2019-06-02 04:39:54,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,896,1.6930001,47.0,124268183
3,11,2019-06-02 04:39:33,2019-06-02 04:39:35,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,283,3.183,43.0,124273501
3,12,2019-06-02 04:39:33,2019-06-02 04:39:35,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,215,0.036,26.0,124257787
3,13,2019-06-02 04:39:33,2019-06-02 04:39:35,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,383,4.913,47.0,124268555
3,14,2019-06-02 04:39:33,2019-06-02 04:39:35,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,43,1.149,31.0,124271037
3,15,2019-06-02 04:39:33,2019-06-02 04:39:35,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,944,0.897,61.0,124270961
1,1,2019-06-02 04:40:00,2019-06-02 04:40:10,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,572,0.288,56.0,124267030
1,2,2019-06-02 04:40:00,2019-06-02 04:40:10,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,523,1.9449999,58.0,124279019
1,3,2019-06-02 04:40:00,2019-06-02 04:40:10,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,473,0.812,62.0,124269789
1,4,2019-06-02 04:40:00,2019-06-02 04:40:10,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,483,0.516,68.0,124269213
1,5,2019-06-02 04:40:00,2019-06-02 04:40:10,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,931,1.254,24.0,124265836
2,6,2019-06-02 04:40:50,2019-06-02 04:40:58,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,943,4.85,51.0,124277534
2,7,2019-06-02 04:40:50,2019-06-02 04:40:58,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,49,3.971,24.0,124272573
2,8,2019-06-02 04:40:50,2019-06-02 04:40:58,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,266,0.947,25.0,124273136
2,9,2019-06-02 04:40:50,2019-06-02 04:40:58,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,883,0.98,28.0,124265362
2,10,2019-06-02 04:40:50,2019-06-02 04:40:58,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,82,0.119,25.0,124269864
3,11,2019-06-02 04:40:40,2019-06-02 04:40:43,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,332,1.6110001,39.0,124274503
3,12,2019-06-02 04:40:40,2019-06-02 04:40:43,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,587,4.945,37.0,124258808
3,13,2019-06-02 04:40:40,2019-06-02 04:40:43,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,196,1.307,62.0,124270082
3,14,2019-06-02 04:40:40,2019-06-02 04:40:43,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,135,4.159,60.0,124272782
3,15,2019-06-02 04:40:40,2019-06-02 04:40:43,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,35,3.899,33.0,124272354
1,1,2019-06-02 04:41:08,2019-06-02 04:41:14,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,253,1.151,35.0,124268772
1,2,2019-06-02 04:41:08,2019-06-02 04:41:14,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,977,3.031,32.0,124280039
1,3,2019-06-02 04:41:08,2019-06-02 04:41:14,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,834,4.854,67.0,124271653
1,4,2019-06-02 04:41:08,2019-06-02 04:41:14,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,596,1.921,24.0,124270293
1,5,2019-06-02 04:41:08,2019-06-02 04:41:14,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,170,4.342,52.0,124267028
2,6,2019-06-02 04:41:55,2019-06-02 04:41:59,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,732,0.591,27.0,124279017
2,7,2019-06-02 04:41:55,2019-06-02 04:41:59,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,931,1.189,47.0,124274114
2,8,2019-06-02 04:41:55,2019-06-02 04:41:59,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,762,4.407,20.0,124274960
2,9,2019-06-02 04:41:55,2019-06-02 04:41:59,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,670,3.691,20.0,124267149
2,10,2019-06-02 04:41:55,2019-06-02 04:41:59,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,306,2.955,46.0,124271593
3,11,2019-06-02 04:41:46,2019-06-02 04:41:50,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,305,3.73,45.0,124276219
3,12,2019-06-02 04:41:46,2019-06-02 04:41:50,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,252,2.962,28.0,124259983
3,13,2019-06-02 04:41:46,2019-06-02 04:41:50,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,403,0.074,42.0,124271323
3,14,2019-06-02 04:41:46,2019-06-02 04:41:50,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,915,2.699,32.0,124274493
3,15,2019-06-02 04:41:46,2019-06-02 04:41:50,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,667,1.056,59.0,124274100
1,1,2019-06-02 04:42:17,2019-06-02 04:42:17,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,115,2.986,57.0,124270557
1,2,2019-06-02 04:42:17,2019-06-02 04:42:17,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,771,1.004,41.0,124281866
1,3,2019-06-02 04:42:17,2019-06-02 04:42:17,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,92,3.8439999,48.0,124273479
1,4,2019-06-02 04:42:17,2019-06-02 04:42:17,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,767,0.846,56.0,124271801
1,5,2019-06-02 04:42:17,2019-06-02 04:42:17,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,645,1.022,59.0,124268529
2,6,2019-06-02 04:43:03,2019-06-02 04:43:03,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,374,1.921,67.0,124280663
2,7,2019-06-02 04:43:03,2019-06-02 04:43:03,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,849,1.256,60.0,124275640
2,8,2019-06-02 04:43:03,2019-06-02 04:43:03,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,525,2.763,35.0,124276628
2,9,2019-06-02 04:43:03,2019-06-02 04:43:03,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,123,4.795,55.0,124268762
2,10,2019-06-02 04:43:03,2019-06-02 04:43:03,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,133,0.001,28.0,124272911
3,11,2019-06-02 04:42:48,2019-06-02 04:42:56,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,977,4.991,42.0,124278067
3,12,2019-06-02 04:42:48,2019-06-02 04:42:56,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,677,1.104,48.0,124261246
3,13,2019-06-02 04:42:48,2019-06-02 04:42:56,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,516,0.587,69.0,124272345
3,14,2019-06-02 04:42:48,2019-06-02 04:42:56,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,178,2.5809999,40.0,124275998
3,15,2019-06-02 04:42:48,2019-06-02 04:42:56,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,215,4.777,26.0,124275984
1,1,2019-06-02 04:43:24,2019-06-02 04:43:34,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,156,3.829,25.0,124271617
1,2,2019-06-02 04:43:24,2019-06-02 04:43:34,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,945,4.789,45.0,124283268
1,3,2019-06-02 04:43:24,2019-06-02 04:43:34,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,329,4.732,29.0,124275418
1,4,2019-06-02 04:43:24,2019-06-02 04:43:34,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,863,2.999,22.0,124273407
1,5,2019-06-02 04:43:24,2019-06-02 04:43:34,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,154,3.171,29.0,124270480
2,6,2019-06-02 04:44:06,2019-06-02 04:44:14,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,882,4.206,26.0,124282464
2,7,2019-06-02 04:44:06,2019-06-02 04:44:14,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,693,4.975,22.0,124277154
2,8,2019-06-02 04:44:06,2019-06-02 04:44:14,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,76,1.679,64.0,124277964
2,9,2019-06-02 04:44:06,2019-06-02 04:44:14,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,161,1.21,60.0,124269908
2,10,2019-06-02 04:44:06,2019-06-02 04:44:14,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,440,0.603,37.0,124274677
3,11,2019-06-02 04:43:56,2019-06-02 04:44:00,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,454,1.145,29.0,124279537
3,12,2019-06-02 04:43:56,2019-06-02 04:44:00,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,506,2.965,24.0,124262303
3,13,2019-06-02 04:43:56,2019-06-02 04:44:00,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,773,4.083,60.0,124273526
3,14,2019-06-02 04:43:56,2019-06-02 04:44:00,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,787,2.957,60.0,124277319
3,15,2019-06-02 04:43:56,2019-06-02 04:44:00,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,603,2.233,45.0,124277357
1,1,2019-06-02 04:44:33,2019-06-02 04:44:35,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,340,2.7519999,48.0,124273378
1,2,2019-06-02 04:44:33,2019-06-02 04:44:35,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,49,1.182,68.0,124284603
1,3,2019-06-02 04:44:33,2019-06-02 04:44:35,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,671,0.895,52.0,124276719
1,4,2019-06-02 04:44:33,2019-06-02 04:44:35,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,50,4.801,24.0,124274569
1,5,2019-06-02 04:44:33,2019-06-02 04:44:35,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,929,0.586,26.0,124271847
2,6,2019-06-02 04:45:07,2019-06-02 04:45:17,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,947,0.788,61.0,124283522
2,7,2019-06-02 04:45:07,2019-06-02 04:45:17,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,324,4.904,23.0,124279131
2,8,2019-06-02 04:45:07,2019-06-02 04:45:17,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,324,0.582,25.0,124279917
2,9,2019-06-02 04:45:07,2019-06-02 04:45:17,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,803,1.589,68.0,124271200
2,10,2019-06-02 04:45:07,2019-06-02 04:45:17,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,549,1.61,42.0,124276271
3,11,2019-06-02 04:44:57,2019-06-02 04:45:06,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,999,4.41,59.0,124280861
3,12,2019-06-02 04:44:57,2019-06-02 04:45:06,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,505,0.702,42.0,124263900
3,13,2019-06-02 04:44:57,2019-06-02 04:45:06,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,667,3.461,40.0,124275003
3,14,2019-06-02 04:44:57,2019-06-02 04:45:06,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,256,2.074,64.0,124278783
3,15,2019-06-02 04:44:57,2019-06-02 04:45:06,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,61,1.137,52.0,124279324
1,1,2019-06-02 04:45:33,2019-06-02 04:45:35,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,376,2.718,21.0,124274819
1,2,2019-06-02 04:45:33,2019-06-02 04:45:35,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,730,4.979,56.0,124286280
1,3,2019-06-02 04:45:33,2019-06-02 04:45:35,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,922,0.723,36.0,124278299
1,4,2019-06-02 04:45:33,2019-06-02 04:45:35,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,431,4.129,30.0,124276382
1,5,2019-06-02 04:45:33,2019-06-02 04:45:35,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,218,2.293,43.0,124273047
2,6,2019-06-02 04:46:09,2019-06-02 04:46:15,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,995,1.314,35.0,124285129
2,7,2019-06-02 04:46:09,2019-06-02 04:46:15,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,439,4.813,66.0,124280391
2,8,2019-06-02 04:46:09,2019-06-02 04:46:15,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,902,2.077,26.0,124281587
2,9,2019-06-02 04:46:09,2019-06-02 04:46:15,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,875,4.7799997,37.0,124273150
2,10,2019-06-02 04:46:09,2019-06-02 04:46:15,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,235,2.758,25.0,124278189
3,11,2019-06-02 04:46:03,2019-06-02 04:46:07,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,325,3.4720001,63.0,124281931
3,12,2019-06-02 04:46:03,2019-06-02 04:46:07,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,813,3.041,32.0,124265030
3,13,2019-06-02 04:46:03,2019-06-02 04:46:07,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,32,1.482,53.0,124276836
3,14,2019-06-02 04:46:03,2019-06-02 04:46:07,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,963,2.96,48.0,124280416
3,15,2019-06-02 04:46:03,2019-06-02 04:46:07,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,578,1.202,50.0,124281178
1,1,2019-06-02 04:46:40,2019-06-02 04:46:49,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,427,0.197,50.0,124276172
1,2,2019-06-02 04:46:40,2019-06-02 04:46:49,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,638,4.483,63.0,124288233
1,3,2019-06-02 04:46:40,2019-06-02 04:46:49,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,189,0.107,39.0,124280282
1,4,2019-06-02 04:46:40,2019-06-02 04:46:49,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,667,3.1,23.0,124277897
1,5,2019-06-02 04:46:40,2019-06-02 04:46:49,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,460,0.131,20.0,124274266
2,6,2019-06-02 04:47:17,2019-06-02 04:47:26,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,123,4.4110003,66.0,124286639
2,7,2019-06-02 04:47:17,2019-06-02 04:47:26,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,860,3.823,41.0,124282254
